date,x,y,vx,vy
11-06-2023,-2.759949697146619E+07,-1.493511245834543E+08,2.880647636491300E+01,-5.538546792844578E+00
12-06-2023,-2.510670273862924E+07,-1.498085268276208E+08,2.889572329080364E+01,-5.049125958798520E+00
13-06-2023,-2.260655556585274E+07,-1.502235570058268E+08,2.897665236815878E+01,-4.557743111460312E+00
14-06-2023,-2.009978173256214E+07,-1.505960541974666E+08,2.904909211389514E+01,-4.064602897299983E+00
15-06-2023,-1.758712101030301E+07,-1.509258764813190E+08,2.911290239837385E+01,-3.569938843977600E+00
16-06-2023,-1.506932380592000E+07,-1.512129030183236E+08,2.916797748716317E+01,-3.074003911417716E+00
17-06-2023,-1.254714813433670E+07,-1.514570353427491E+08,2.921424699938441E+01,-2.577061603967290E+00
18-06-2023,-1.002135659286710E+07,-1.516581979103082E+08,2.925167491165849E+01,-2.079377693277444E+00
19-06-2023,-7.492713506061296E+06,-1.518163379705630E+08,2.928025662321818E+01,-1.581212947263611E+00
20-06-2023,-4.961982398969836E+06,-1.519314248769404E+08,2.930001437129917E+01,-1.082817489994178E+00
21-06-2023,-2.429923913990261E+06,-1.520034490001653E+08,2.931099169370892E+01,-5.844273254156636E-01
22-06-2023,1.027057871557265E+05,-1.520324204421245E+08,2.931324790634726E+01,-8.626317952428865E-02
23-06-2023,2.635156180367957E+06,-1.520183677397740E+08,2.930685356219375E+01,4.114686639865546E-01
24-06-2023,5.166683213490572E+06,-1.519613367024906E+08,2.929188761661928E+01,9.085742547113123E-01
25-06-2023,7.696549983920973E+06,-1.518613894529343E+08,2.926843666331275E+01,1.404869542613038E+00
26-06-2023,1.022402744048547E+07,-1.517186036547839E+08,2.923659622662353E+01,1.900178661618628E+00
27-06-2023,1.274839527297933E+07,-1.515330718195648E+08,2.919647371237880E+01,2.394333992141172E+00
28-06-2023,1.526894309924095E+07,-1.513049004936412E+08,2.914819215282229E+01,2.887179037457244E+00
29-06-2023,1.778497195830589E+07,-1.510342090432421E+08,2.909189322748500E+01,3.378574959367108E+00
30-06-2023,2.029579595159635E+07,-1.507211277053185E+08,2.902773720542313E+01,3.868410979792427E+00
01-07-2023,2.280074363765381E+07,-1.503657946105490E+08,2.895589676982078E+01,4.356617384563205E+00
02-07-2023,2.529915852591101E+07,-1.499683516929342E+08,2.887654201147810E+01,4.843177445506121E+00
03-07-2023,2.779039786923607E+07,-1.495289398339102E+08,2.878981636979762E+01,5.328132034457312E+00
04-07-2023,3.027382913618411E+07,-1.490476941718881E+08,2.869580825984499E+01,5.811570242783212E+00
05-07-2023,3.274882419144536E+07,-1.485247409475814E+08,2.859452833128349E+01,6.293603378378218E+00
06-07-2023,3.521475215834118E+07,-1.479601971473620E+08,2.848590319838846E+01,6.774327849378452E+00
07-07-2023,3.767097265161452E+07,-1.473541733924544E+08,2.836979020687517E+01,7.253789509561671E+00
08-07-2023,4.011683102784195E+07,-1.467067793758052E+08,2.824600768904604E+01,7.731961947805438E+00
09-07-2023,4.255165649205022E+07,-1.460181303605859E+08,2.811436869851984E+01,8.208743618983366E+00
10-07-2023,4.497476286383902E+07,-1.452883532342611E+08,2.797470751069912E+01,8.683969782054200E+00
11-07-2023,4.738545113640274E+07,-1.445175911889295E+08,2.782689445579530E+01,9.157430945166459E+00
12-07-2023,4.978301285052830E+07,-1.437060067955418E+08,2.767084051333482E+01,9.628890692725669E+00
13-07-2023,5.216673356593690E+07,-1.428537837044430E+08,2.750649567957603E+01,1.009809937244476E+01
14-07-2023,5.453589606199113E+07,-1.419611273643034E+08,2.733384484871969E+01,1.056480324367471E+01
15-07-2023,5.688978316245627E+07,-1.410282651068678E+08,2.715290347460830E+01,1.102875025633002E+01
16-07-2023,5.922768021000086E+07,-1.400554458254229E+08,2.696371384715579E+01,1.148969389213935E+01
17-07-2023,6.154887724538040E+07,-1.390429393664199E+08,2.676634192876424E+01,1.194739608284638E+01
18-07-2023,6.385267092416259E+07,-1.379910356914860E+08,2.656087437876599E+01,1.240162963367756E+01
19-07-2023,6.613836617344607E+07,-1.369000438513244E+08,2.634741548456105E+01,1.285218012467501E+01
20-07-2023,6.840527757845332E+07,-1.357702908258975E+08,2.612608400511259E+01,1.329884706548685E+01
21-07-2023,7.065273050247210E+07,-1.346021203035884E+08,2.589701022310231E+01,1.374144414270983E+01
22-07-2023,7.288006197744603E+07,-1.333958914763822E+08,2.566033366420016E+01,1.417979864032835E+01
23-07-2023,7.508662144261809E+07,-1.321519779080119E+08,2.541620192264707E+01,1.461375041972071E+01
24-07-2023,7.727177143956409E+07,-1.308707664861921E+08,2.516477084497322E+01,1.504315112332990E+01
25-07-2023,7.943488838058914E+07,-1.295526564033729E+08,2.490620599835835E+01,1.546786446660697E+01
26-07-2023,8.157536348228253E+07,-1.281980580307522E+08,2.464068488976146E+01,1.588776857702617E+01
27-07-2023,8.369260388405645E+07,-1.268073914694014E+08,2.436839877218874E+01,1.630276125180467E+01
28-07-2023,8.578603383716996E+07,-1.253810845033531E+08,2.408955206989454E+01,1.671276854088621E+01
29-07-2023,8.785509564421111E+07,-1.239195696887301E+08,2.380435667414661E+01,1.711775588605932E+01
30-07-2023,8.989924977856509E+07,-1.224232804654662E+08,2.351301825912132E+01,1.751773889177626E+01
31-07-2023,9.191797342449723E+07,-1.208926465497170E+08,2.321571351127881E+01,1.791278805034192E+01
01-08-2023,9.391075675845195E+07,-1.193280894411379E+08,2.291256169724948E+01,1.830302020361682E+01
02-08-2023,9.587709685497586E+07,-1.177300194274964E+08,2.260360016209188E+01,1.868857220435724E+01
03-08-2023,9.781649011126733E+07,-1.160988355370470E+08,2.228877655294783E+01,1.906956053869683E+01
04-08-2023,9.972842504231675E+07,-1.144349291230342E+08,2.196796557364694E+01,1.944604045593150E+01
05-08-2023,1.016123774706679E+08,-1.127386903943854E+08,2.164100581812457E+01,1.981798099773149E+01
06-08-2023,1.034678092450897E+08,-1.110105160706902E+08,2.130774174738979E+01,2.018526424375991E+01
07-08-2023,1.052941702346747E+08,-1.092508161758285E+08,2.096805553397345E+01,2.054770438116532E+01
08-08-2023,1.070909023532254E+08,-1.074600187473624E+08,2.062188194120477E+01,2.090507477790835E+01
09-08-2023,1.088574441965142E+08,-1.056385722641083E+08,2.026920854685002E+01,2.125713236922149E+01
10-08-2023,1.105932352984945E+08,-1.037869462871775E+08,1.991006785026170E+01,2.160363426547805E+01
11-08-2023,1.122977195795277E+08,-1.019056310172753E+08,1.954452727333602E+01,2.194434649959432E+01
12-08-2023,1.139703479756934E+08,-9.999513635494155E+07,1.917268057245954E+01,2.227904724666804E+01
13-08-2023,1.156105804368068E+08,-9.805599082442985E+07,1.879464186865333E+01,2.260752716122605E+01
14-08-2023,1.172178875177267E+08,-9.608874051841699E+07,1.841054210087198E+01,2.292958881545356E+01
15-08-2023,1.187917517403855E+08,-9.409394808671866E+07,1.802052711659100E+01,2.324504636329264E+01
16-08-2023,1.203316688300943E+08,-9.207219172758676E+07,1.762475653860907E+01,2.355372583623427E+01
17-08-2023,1.218371488627087E+08,-9.002406412784854E+07,1.722340275068949E+01,2.385546599096227E+01
18-08-2023,1.233077173161512E+08,-8.795017131719211E+07,1.681664967234114E+01,2.415011938812851E+01
19-08-2023,1.247429160061263E+08,-8.585113143160847E+07,1.640469132887098E+01,2.443755337142311E+01
20-08-2023,1.261423038979040E+08,-8.372757340294839E+07,1.598773046628072E+01,2.471765079622353E+01
21-08-2023,1.275054578121828E+08,-8.158013559228900E+07,1.556597753342297E+01,2.499031065300729E+01
22-08-2023,1.288319730664944E+08,-7.940946435848688E+07,1.513965021534673E+01,2.525544904366399E+01
23-08-2023,1.301214640957382E+08,-7.721621250299194E+07,1.470897334840127E+01,2.551300119323179E+01
24-08-2023,1.313735650584655E+08,-7.500103747008289E+07,1.427417850211756E+01,2.576292520410563E+01
25-08-2023,1.325879303449494E+08,-7.276459913139085E+07,1.383550183171830E+01,2.600520793589318E+01
26-08-2023,1.337642347531652E+08,-7.050755698360512E+07,1.339317815917632E+01,2.623987251596516E+01
27-08-2023,1.349021729091623E+08,-6.823056669531454E+07,1.294742907162226E+01,2.646698537000974E+01
28-08-2023,1.360014573530679E+08,-6.593427621359743E+07,1.249844395446509E+01,2.668665848882483E+01
29-08-2023,1.370618147435912E+08,-6.361932209112882E+07,1.204635617243573E+01,2.689904105660817E+01
30-08-2023,1.380829800409583E+08,-6.128632717593678E+07,1.159122175997869E+01,2.710429587902669E+01
31-08-2023,1.390646893606934E+08,-5.893590096807964E+07,1.113301191288403E+01,2.730256225577750E+01
01-09-2023,1.400066731258702E+08,-5.656864340673850E+07,1.067162823598215E+01,2.749391621702505E+01
02-09-2023,1.409086515169136E+08,-5.418515162005703E+07,1.020693932484947E+01,2.767834432803015E+01
03-09-2023,1.417703335487823E+08,-5.178602791205780E+07,9.738825233540540E+00,2.785574210917919E+01
04-09-2023,1.425914197001730E+08,-4.937188684253925E+07,9.267212721081478E+00,2.802593519643727E+01
05-09-2023,1.433716067953645E+08,-4.694335991937812E+07,8.792091471099763E+00,2.818871103474835E+01
06-09-2023,1.441105934745297E+08,-4.450109758754933E+07,8.313512434128144E+00,2.834384795702175E+01
07-09-2023,1.448080850149130E+08,-4.204576910273264E+07,7.831575903379723E+00,2.849113449444594E+01
08-09-2023,1.454637969689738E+08,-3.957806119674233E+07,7.346417146654151E+00,2.863037834107833E+01
09-09-2023,1.460774576409357E+08,-3.709867631351075E+07,6.858194398398357E+00,2.876140794436721E+01
10-09-2023,1.466488096974760E+08,-3.460833089519268E+07,6.367080906826722E+00,2.888407030378778E+01
11-09-2023,1.471776112624181E+08,-3.210775391907909E+07,5.873260810478513E+00,2.899822773090322E+01
12-09-2023,1.476636367845095E+08,-2.959768569613777E+07,5.376927810200028E+00,2.910375522629398E+01
13-09-2023,1.481066778679228E+08,-2.707887683927471E+07,4.878285440040578E+00,2.920053924399596E+01
14-09-2023,1.485065441558520E+08,-2.455208727094909E+07,4.377547864424084E+00,2.928847800407694E+01
15-09-2023,1.488630642747945E+08,-2.201808514451772E+07,3.874940371416943E+00,2.936748311210505E+01
16-09-2023,1.491760867883037E+08,-1.947764558602949E+07,3.370699039762390E+00,2.943748200400067E+01
17-09-2023,1.494454810785345E+08,-1.693154920932589E+07,2.865069398142490E+00,2.949842065905883E+01
18-09-2023,1.496711380720617E+08,-1.438058040220145E+07,2.358304202169152E+00,2.955026612917681E+01
19-09-2023,1.498529707460697E+08,-1.182552540999149E+07,1.850660626090614E+00,2.959300869425092E+01
20-09-2023,1.499909143760428E+08,-9.267170245410301E+06,1.342397108177357E+00,2.962666377477913E+01
21-09-2023,1.500849264947596E+08,-6.706298431299920E+06,8.337697709197304E-01,2.965127395101701E+01
22-09-2023,1.501349865045836E+08,-4.143688553085288E+06,3.250278321300500E-01,2.966691136760087E+01
23-09-2023,1.501410948120991E+08,-1.580111592411549E+06,-1.835930720769722E-01,2.967368028316352E+01 
