date,x,y,vx,vy
23-03-2023,1.555616605993237E+05,1.076480366193282E+08,-3.514061460170497E+01,-1.333399354539628E-01
24-03-2023,-2.880247278248210E+06,1.075937807557366E+08,-3.512808926176822E+01,-1.122560850159112E+00
25-03-2023,-5.913768383634601E+06,1.074540733953989E+08,-3.508765566095937E+01,-2.111250804320883E+00
26-03-2023,-8.942590759695789E+06,1.072289949038150E+08,-3.501932642027862E+01,-3.098611346180184E+00
27-03-2023,-1.196430560580661E+07,1.069186946381991E+08,-3.492313742665864E+01,-4.083844014788214E+00
28-03-2023,-1.497650822825234E+07,1.065233909177128E+08,-3.479914786376781E+01,-5.066151047971148E+00
29-03-2023,-1.797680005357248E+07,1.060433709324014E+08,-3.464744021987694E+01,-6.044736093159583E+00
30-03-2023,-2.096279064159384E+07,1.054789905906220E+08,-3.446812027267143E+01,-7.018804920247270E+00
31-03-2023,-2.393209969610008E+07,1.048306743048016E+08,-3.426131705019751E+01,-7.987566135894024E+00
01-04-2023,-2.688235907120775E+07,1.040989147155125E+08,-3.402718276940615E+01,-8.950231897428440E+00
02-04-2023,-2.981121477128267E+07,1.032842723538196E+08,-3.376589274919387E+01,-9.906018627180911E+00
03-04-2023,-3.271632894239100E+07,1.023873752420063E+08,-3.347764530083530E+01,-1.085414772461307E+01
04-04-2023,-3.559538185322822E+07,1.014089184328678E+08,-3.316266159401044E+01,-1.179384627610156E+01
05-04-2023,-3.844607386342541E+07,1.003496634878124E+08,-3.282118549862521E+01,-1.272434776148190E+01
06-04-2023,-4.126612737715158E+07,9.921043789408953E+07,-3.245348340266104E+01,-1.364489275645954E+01
07-04-2023,-4.405328877995209E+07,9.799213442153996E+07,-3.205984400631954E+01,-1.455472962999157E+01
08-04-2023,-4.680533035678757E+07,9.669571041934273E+07,-3.164057809275375E+01,-1.545311523573429E+01
09-04-2023,-4.952005218926359E+07,9.532218705330966E+07,-3.119601827569572E+01,-1.633931559663898E+01
10-04-2023,-5.219528403006893E+07,9.387264848436078E+07,-3.072651872430357E+01,-1.721260658176060E+01
